input_question,mapped_question,expected_tag,predicted_tag,cosine_similarity,classifier_confidence,prediction_source,question,primary_tag,top1_correct,topk_correct,top_k_tags,top_k_scores,top_k_sources,all_fused_tags,all_fused_scores,all_fused_sources,num_dropped
ক্যাটাগরি অ্যাসাইনমেন্টে দেরি হচ্ছে—কি করণীয়?,ক্যাটাগরি assign হতে দেরি হচ্ছে—কি করবো এখন?,correction_applied_but_no_category,correction_applied_but_no_category,0.966041,1.000000,sts+classifier,ক্যাটাগরি অ্যাসাইনমেন্টে দেরি হচ্ছে—কি করণীয়?,correction_applied_but_no_category,1,1,correction_applied_but_no_category,1.000000,sts+classifier,correction_applied_but_no_category|photo_done_years_ago_but_no_card|not_getting_smart_card_though_newer_voter_getting|new_voter_no_messages_from_upzila_or_thana|new_voter_application_not_submitted_to_upazila_or_thana_office|correction_application_status|nid_information_misentry_correction_procedure|no_download_option_after_correction|eight_hours_time_up|photo_sms_but_not_in_upzila_other_when|previous_information_in_downloaded_card_after_correction|photo_signature_change_application_not_approved|reissue_apply_why_pending_and_urgent_reissue_seven_days_over|online_card_correction_application_done_now_what|representative_contact_outside_business_hours|address_cahgne_but_no_post_office_or_office_code|smart_card_distributed_in_my_area_but_my_card_not_received|picture_done_but_lost_or_no_sms_slip|all_documents_correct_but_application_rejected_why|correction_application_current_status|voter_area_change_not_reflected|one_zero_five_upzila_office_contact|new_voter_can_not_download_card_with_form_number|new_voter_application_cancelled|request_for_clear_pronunciation,1.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000,sts+classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier,24
পরিচয়পত্র হারানো পর কোনো তথ্য না থাকলে কোথায় যেতে হবে?,জাতীয় পরিচয়পত্র হারানোর পর তথ্য না থাকলে কোথায় আবেদন করবো?,card_lost_no_info_how_to_get_new,card_lost_no_info_how_to_get_new,0.967942,0.995244,sts+classifier,পরিচয়পত্র হারানো পর কোনো তথ্য না থাকলে কোথায় যেতে হবে?,card_lost_no_info_how_to_get_new,1,1,card_lost_no_info_how_to_get_new,1.000000,sts+classifier,card_lost_no_info_how_to_get_new|card_lost_and_damaged_cost|voter_slip_lost_how_to_get_nid|voter_slip_lost_how_to_get_new_card|picture_done_but_lost_or_no_sms_slip|photo_done_years_ago_but_no_card|smart_card_lost_how_to_get_new_one_again|parent_no_card_failed_to_be_voter|receipt_lost_how_to_get_new_card|card_damaged_how_to_get_new_card|new_voter_card_not_taken_has_form_no_can_not_register_online|not_getting_smart_card_though_newer_voter_getting|no_upzila_in_online_registration|smart_card_lost_reissue|husband_name_previous_card|voter_card_damaged|utility_bill_not_available_for_address_proof|card_lost_new_card_fee|new_voter_no_messages_from_upzila_or_thana|dual_citizenship_certificate_of_which_countires_not_required_for_nid|correction_slip_lost_can_get_card|foreign_resident_card_picture_done__inquery_done_no_msg_new|card_avail_after_address_change|address_cahgne_but_no_post_office_or_office_code|foreign_resident_card_registration_process,1.000000|0.013000|0.001662|0.001174|0.000176|0.000101|0.000036|0.000012|0.000011|0.000002|0.000001|0.000001|0.000001|0.000001|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000,sts+classifier|sts+classifier|sts+classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier,24
NID পেতে কারা (কোন দেশের নাগরিকরা) dual citizenship কাগজ ছাড়া পারবেন?,এনআইডি করতে কারা (কোন দেশের) দ্বৈত নাগরিকত্বের কাগজ ছাড়াই পারবেন?,dual_citizenship_certificate_of_which_countires_not_required_for_nid,dual_citizenship_certificate_of_which_countires_not_required_for_nid,0.981406,0.999814,sts+classifier,NID পেতে কারা (কোন দেশের নাগরিকরা) dual citizenship কাগজ ছাড়া পারবেন?,dual_citizenship_certificate_of_which_countires_not_required_for_nid,1,1,dual_citizenship_certificate_of_which_countires_not_required_for_nid,1.000000,sts+classifier,dual_citizenship_certificate_of_which_countires_not_required_for_nid|whether_nid_card_required_for_dual_citizenship|ministry_provide_dual_citizenship_certificate|whom_to_communicate_for_dual_citizenship_certificate|husband_talak_name_remove|rocket_mfs_payment_process|nid_digit_format_missmatch_in_passport|account_locked|card_lost_no_info_how_to_get_new|nid_match_found_verification_failed_how_to_solve|smart_card_lost_how_to_get_new_one_again|parent_no_card_failed_to_be_voter|no_husband_name_in_smart_card|husband_name_previous_card|dead_people_id_card_update|account_locked_unlock_request|online_no_apply|ten_digit_nid_password_changing_problem|online_card_correction|utility_bill_not_available_for_address_proof|way_to_cancel_correction_application|voter_slip_lost_how_to_get_nid|receipt_lost_how_to_get_new_card|ssc_certificate_for_correction|parent_spouse_name_correct_or_add_document_new,1.000000|0.000138|0.000035|0.000012|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000,sts+classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier,24
দূতাবাসে দেয়া আবেদনটির অগ্রগতি রিপোর্ট চাই।,দূতাবাসে জমা দেয়া এনআইডি কার্ডের আপডেট জানতে চাই।,nrb_application_status,nrb_application_status,0.925152,0.999252,sts+classifier,দূতাবাসে দেয়া আবেদনটির অগ্রগতি রিপোর্ট চাই।,nrb_application_status,1,1,nrb_application_status,1.000000,sts+classifier,nrb_application_status|correction_application_status|foreign_resident_action_after_biometrics_new|foreign_resident_card_registration_rejected|foreign_resident_card_registration_required_documents|foreign_resident_card_registration_process|foreign_resident_nid_adjudication_pending|correction_application_current_status|voter_migration_done_now_what_to_do_for_reissue|foreign_resident_card_picture_done__inquery_done_no_msg_new|foreign_resident_card_picture_done_not_inquery_from_upzilla_new|foreign_resident_card_registration_query_country_limitation|foreign_resident_card_collection|online_application_pending|new_voter_card_getting_time|address_change_sms_to_mobile_how_many_days_to_get_approved|card_avail_after_address_change|photo_done_years_ago_but_no_card|present_address_change_process_duration|photo_signature_change_application_not_approved|passport_number_correct_or_add_document_new|agent_calling|nid_digit_format_missmatch_in_passport|necessary_documents_to_modify_voter_area|voter_area_change,1.000000|0.002685|0.000296|0.000175|0.000147|0.000008|0.000005|0.000002|0.000001|0.000001|0.000001|0.000001|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000,sts+classifier|sts+classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier,24
NID-এ জন্ম সনদের নম্বরটা আপডেট করা যাবে? কী কাগজ লাগবে?,"NID-এ জন্ম সনদ নম্বর আপডেট কিভাবে করব, কী ডকুমেন্টস লাগবে?",birth_certificate_number_correct_or_add_document_new,birth_certificate_number_correct_or_add_document_new,0.974220,0.999894,sts+classifier,NID-এ জন্ম সনদের নম্বরটা আপডেট করা যাবে? কী কাগজ লাগবে?,birth_certificate_number_correct_or_add_document_new,1,1,birth_certificate_number_correct_or_add_document_new,1.000000,sts+classifier,birth_certificate_number_correct_or_add_document_new|age_and_dob_correction|birth_certificate_and_ssc_certificate_different_information|reigister_as_new_voter_but_birth_registration_different_address|cell_phone_number_correct_or_add_document_new|blood_group_correction|birthplace_correction_new|parent_spouse_name_correct_or_add_document_new|smart_card_printing_status_sms_how|present_and_permanent_address_generic_new|parents_name_correction_new|service_provided|signature_correction|whom_to_communicate_for_dual_citizenship_certificate|form_number_not_working|rocket_mfs_payment_process|closing_statement|name_correction_in_nid_card|ten_digit_nid_password_changing_problem|nid_information_misentry_correction_procedure|present_address_change_process_duration|online_portal_registration|greetings|card_information_correction|nid_registration_age,1.000000|0.000088|0.000005|0.000004|0.000003|0.000003|0.000002|0.000001|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000,sts+classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier,24
উপজেলা ইসি অফিস কোনো পদক্ষেপ নিচ্ছে না; অভিযোগ কোথায় করব?,থানা ইসি দপ্তর আমার আবেদন প্রসেস করেনি; করণীয় কী?,new_voter_application_not_submitted_to_upazila_or_thana_office,new_voter_application_not_submitted_to_upazila_or_thana_office,0.951077,0.987066,sts+classifier,উপজেলা ইসি অফিস কোনো পদক্ষেপ নিচ্ছে না; অভিযোগ কোথায় করব?,new_voter_application_not_submitted_to_upazila_or_thana_office,1,1,new_voter_application_not_submitted_to_upazila_or_thana_office,0.770947,sts+classifier,new_voter_application_not_submitted_to_upazila_or_thana_office|new_voter_no_messages_from_upzila_or_thana|no_upzila_in_permananet_address|new_voter_application_cancelled|not_getting_smart_card_though_newer_voter_getting|one_zero_five_upzila_office_contact|correction_applied_but_no_category|nid_adjudication_pending|photo_done_years_ago_but_no_card|correction_fee_submitted_but_balance_zero|no_upzila_in_online_registration|foreign_resident_nid_adjudication_pending|nid_wallet_download_alternative|way_to_cancel_correction_application|foreign_resident_card_picture_done_not_inquery_from_upzilla_new|correction_application_status|card_correction_request_failed_query_regarding_refund_fees|voter_halnagad_registration_not_done|request_for_clear_pronunciation|voter_area_change_not_reflected|voter_area_change|online_card_correction_application_done_now_what|eight_hours_time_up|card_correction_request_canceled_by_consumer_regarding_refund_fees,0.770947|0.000717|0.000182|0.000158|0.000085|0.000026|0.000017|0.000008|0.000007|0.000001|0.000001|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000,sts+classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier,23
আবেদন গ্রহণ না হওয়ায় ফিস ফেরত পাওয়া যাবে কি?,আবেদন অনুমোদিত না হলে কি ফিস ফিরে পাওয়া যাবে?,card_correction_request_failed_query_regarding_refund_fees,card_correction_request_failed_query_regarding_refund_fees,0.987766,0.765495,sts+classifier,আবেদন গ্রহণ না হওয়ায় ফিস ফেরত পাওয়া যাবে কি?,card_correction_request_failed_query_regarding_refund_fees,1,1,card_correction_request_failed_query_regarding_refund_fees,1.000000,sts+classifier,card_correction_request_failed_query_regarding_refund_fees|correction_application_rejected_need_new_fee|card_correction_request_failed_query_regarding_repayment_fees|correction_fee_submitted_but_balance_zero|card_lost_and_damaged_cost|correction_slip_lost_can_get_card|new_voter_application_cancelled|photo_sms_but_not_in_upzila_other_when|receipt_lost_how_to_get_new_card|card_correction_fees_payment_reference_nid_number_query|foreign_resident_card_registration_rejected|warning_to_prank_caller|card_lost_new_card_fee|online_no_apply|softwere_bug_in_card_processing_system|correction_fee_payment|nid_wallet_download_alternative|online_application_pending|login_using_old_id_password|account_locked_unlock_request|picture_done_but_lost_or_no_sms_slip|new_voter_fees|instant_card_correction_fee|new_voter_apply_online_what_documents_needed,1.000000|0.000212|0.000167|0.000006|0.000002|0.000002|0.000002|0.000002|0.000001|0.000001|0.000001|0.000001|0.000001|0.000001|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000,sts+classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier,23
পিতার এনআইডি নম্বর আপডেটে কোন কোন কপি লাগবে?,পিতার এনআইডি নাম্বার আপডেট করতে কোন নথিপত্র লাগবে?,parent_spouse_name_correct_or_add_document_new,parent_spouse_name_correct_or_add_document_new,0.980501,0.999876,sts+classifier,পিতার এনআইডি নম্বর আপডেটে কোন কোন কপি লাগবে?,parent_spouse_name_correct_or_add_document_new,1,1,parent_spouse_name_correct_or_add_document_new,1.000000,sts+classifier,parent_spouse_name_correct_or_add_document_new|parents_name_correction_new|spouse_name_correction_new|dead_people_id_card_update|passport_number_correct_or_add_document_new|father_and_my_adress_different|blood_group_correction|nid_information_misentry_correction_procedure|birth_certificate_number_correct_or_add_document_new|card_information_correction|husband_talak_name_remove|no_husband_name_in_smart_card|online_card_correction|service_provided|husband_name_previous_card|cell_phone_number_correct_or_add_document_new|request_for_feedback_or_suggestions|closing_statement|card_correction_fees|voter_area_query|present_and_permanent_address_generic_new|how_many_wife_name_can_be_added_in_nid_card|agent_calling|correction_application_current_status|goodbye,1.000000|0.000113|0.000003|0.000002|0.000001|0.000001|0.000001|0.000001|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000,sts+classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier,24
"ভোটার নিবন্ধনের আবেদন রিজেক্ট হলে আবার কি জমা দিতে হবে, নাকি আগে কোথাও দেখা করতে হবে?","ভোটার হওয়ার আবেদন নাকচ হলে কি পুনরায় আবেদন দিতে হবে, নাকি আগে কোথাও দেখা করতে হবে?",new_voter_application_cancelled,new_voter_application_cancelled,0.962868,0.968313,sts+classifier,"ভোটার নিবন্ধনের আবেদন রিজেক্ট হলে আবার কি জমা দিতে হবে, নাকি আগে কোথাও দেখা করতে হবে?",new_voter_application_cancelled,1,1,new_voter_application_cancelled,1.000000,sts+classifier,new_voter_application_cancelled|correction_applied_more_correction_needed|way_to_cancel_correction_application|card_correction_request_failed_query_regarding_repayment_fees|double_voter_registration_issue|correction_application_rejected_need_new_fee|all_documents_correct_but_application_rejected_why|old_birth_certificate|card_correction_request_failed_query_regarding_refund_fees|new_voter_no_messages_from_upzila_or_thana|foreign_resident_card_registration_rejected|voter_halnagad_registration_not_done|nid_match_found_verification_failed_how_to_solve|birth_certificate_and_ssc_certificate_different_information|voter_area_change_not_reflected|new_voter_apply_online_what_documents_needed|previous_information_in_downloaded_card_after_correction|how_to_complain_not_getting_help_from_election_office|voter_area_change_ongoing|new_voter_but_card_rejected|nid_adjudication_pending|request_for_clear_pronunciation|card_correction_request_canceled_by_consumer_regarding_refund_fees|new_voter_online_what_documents_to_submit,1.000000|0.006166|0.002888|0.002881|0.002778|0.001327|0.001264|0.000683|0.000391|0.000383|0.000224|0.000205|0.000194|0.000067|0.000061|0.000056|0.000039|0.000033|0.000032|0.000017|0.000014|0.000006|0.000003|0.000000,sts+classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier,23
NID সেবায় বারবার ভুল দিলে অ্যাকাউন্ট লক হয়েছে; এখন উপায় কী?,অ্যাকাউন্ট লক দেখাচ্ছে—NID সার্ভিসে এটা কিভাবে ঠিক হবে?,account_locked,account_locked,0.955747,0.918432,sts+classifier,NID সেবায় বারবার ভুল দিলে অ্যাকাউন্ট লক হয়েছে; এখন উপায় কী?,account_locked,1,1,account_locked,1.000000,sts+classifier,account_locked|eight_hours_time_up|account_locked_unlock_request|information_correct_but_account_locked|online_previously_registered|card_information_correction|form_number_not_working|no_upzila_in_online_registration|qr_code_clarification|no_face_verification|nid_match_found_verification_failed_how_to_solve|rocket_mfs_payment_process|how_to_apply_for_correction_in_online_portal|card_lock|online_portal_registration|online_card_correction_application_done_now_what|no_otp_in_registration|online_card_correction|correction_fee_submitted_but_balance_zero|nid_information_misentry_correction_procedure|card_damaged_how_to_get_new_card|nid_digit_format_missmatch_in_passport|ten_digit_nid_password_changing_problem|closing_statement,1.000000|0.011800|0.000129|0.000100|0.000050|0.000015|0.000008|0.000006|0.000006|0.000005|0.000004|0.000002|0.000001|0.000001|0.000001|0.000001|0.000001|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000,sts+classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier,23
প্রবাসীদের ভোটার নিবন্ধনের কার্ড কখন বিতরণ করা হয়?,প্রবাসী ভোটার কার্ডের ডেলিভারি কবে শুরু হবে?,nrb_application_status,nrb_application_status,0.968128,0.999585,sts+classifier,প্রবাসীদের ভোটার নিবন্ধনের কার্ড কখন বিতরণ করা হয়?,nrb_application_status,1,1,nrb_application_status,1.000000,sts+classifier,nrb_application_status|foreign_resident_card_registration_query_country_limitation|foreign_resident_card_registration_process|foreign_resident_card_registration_required_documents|foreign_resident_card_picture_done__inquery_done_no_msg_new|correction_application_status|foreign_resident_passport_expaired_card_registration_process|foreign_resident_card_collection|foreign_resident_card_registration_rejected|foreign_resident_nid_adjudication_pending|photo_done_years_ago_but_no_card|foreign_resident_action_after_biometrics_new|online_application_pending|address_change_sms_to_mobile_how_many_days_to_get_approved|correction_application_current_status|foreign_resident_card_picture_done_not_inquery_from_upzilla_new|card_avail_after_address_change|present_address_change_process_duration|faster_voter_registration|new_nid_card_age|new_voter_fees|voter_migration_done_now_what_to_do_for_reissue|underaged_card_holder_to_voter|nid_opportunity_for_foreign_spouse,1.000000|0.000145|0.000089|0.000033|0.000029|0.000025|0.000010|0.000010|0.000005|0.000004|0.000003|0.000002|0.000001|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000,sts+classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier,23
বর্তমান ঠিকানা পরিবর্তনের জন্য অনলাইন সাবমিশন সম্ভব কি?,বর্তমান ঠিকানা সংশোধনের জন্য অনলাইন সাবমিশন করা যাবে কি?,persent_address_correction_procedure,persent_address_correction_procedure,0.987821,0.976620,sts+classifier,বর্তমান ঠিকানা পরিবর্তনের জন্য অনলাইন সাবমিশন সম্ভব কি?,persent_address_correction_procedure,1,1,persent_address_correction_procedure,1.000000,sts+classifier,persent_address_correction_procedure|address_change_online_new|present_and_permanent_address_generic_new|together_present_and_permanent_address_change|present_address_change_process_duration|ask_if_any_other_questions|online_card_correction|voter_area_change_ongoing|card_avail_after_address_change|permanent_address_update_procedure|address_change_card_download_process|voter_area_change_online|login_using_old_id_password|service_provided|greeting_and_request_for_question|goodbye|permanent_address_change_fees|nid_wallet_download|whom_to_communicate_for_dual_citizenship_certificate|voter_area_change|correction_application_rejected_need_new_fee|delayed_question_prompt|online_new_voter_registration|request_for_feedback_or_suggestions|correction_slip_lost_can_get_card,1.000000|0.011293|0.001460|0.000206|0.000078|0.000015|0.000014|0.000007|0.000006|0.000003|0.000001|0.000001|0.000001|0.000001|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000,sts+classifier|sts+classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier|classifier,24
